instancia	literatura	one	one_m	one_md	one_m_time	one_time	two	two_m	two_md	two_m_time	two_time	four	four_m	four_md	four_m_time	four_time	eight	eight_m	eight_md	eight_m_time	eight_time	ten	ten_m	ten_md	ten_m_time	ten_time	twenty	twenty_m	twenty_md	twenty_m_time	twenty_time	thirty	thirty_m	thirty_md	thirty_m_time	thirty_time	forty	forty_m	forty_md	forty_m_time	forty_time	fifty	fifty_m	fifty_md	fifty_m_time	fifty_time	sixty	sixty_m	sixty_md	sixty_m_time	sixty_time	one_g	one_m_g	one_md_g	two_g	two_m_g	two_md_g	four_g	four_m_g	four_md_g	eight_g	eight_m_g	eight_md_g	ten_g	ten_m_g	ten_md_g	twenty_g	twenty_m_g	twenty_md_g	thirty_g	thirty_m_g	thirty_md_g	forty_g	forty_m_g	forty_md_g	fifty_g	fifty_m_g	fifty_md_g	sixty_g	sixty_m_g	sixty_md_g
R204	2825.52	2838.09999740124	3750.33666570981	3799.34999918938	113.889866666667	116316	3759.69999921322	3787.5699992458	3784.44999778271	126.915066666667	139268	2853.29999649525	3661.28333194653	3778.04999899864	103.317666666667	102.4515	2831.99999964237	3526.18999892076	3763.69999945164	128.7745	137.1985	2831.80000042915	3375.28666624228	3757.29999876022	98.0958	104.0535	2837.29999828339	3099.52333235343	2860.04999619722	115.8379	116775	2829.50000035763	3004.42666521867	2853.64999681711	118.3387	122922	2829.59999978542	2882.38333181143	2852.84999907017	118.0688	118087	2828.80000054836	2847.85333174467	2842.94999831915	116.461666666667	118.4145	2828.8999966383	2850.64666525523	2846.29999804497	131.5828	131.3985	0.00445227689106342	0.327308483291505	0.344655142837204	0.330622327647024	0.340485998770422	0.339381776728782	0.00983181732751738	0.295790980756297	0.337116707366659	0.00229338303829814	0.247979132662575	0.332037996351694	0.00222259988573907	0.194571854470073	0.329772926314527	0.00416914347921312	0.0969744798668681	0.0122207580187801	0.00140859040375856	0.0633181379776718	0.00995568844570627	0.00144398191675277	0.0201249086226351	0.00967255551904342	0.00116084846271226	0.00790414923436071	0.00616877541802891	0.00119623879438052	0.00889275788358551	0.00735439779048376
RC101	15696.95	16673.6000094414	17181.7866751035	16741.9000048637	263.160933333333	297.9185	16624.9000077248	16864.7966743787	16702.500010252	299.004333333333	325.2415	16640.700009346	16753.9333413124	16692.2000095844	245.901733333333	258.9055	16642.2000045776	16677.7800073624	16674.600004673	275.0467	289967	16642.6000103951	16675.5166739146	16671.9500091076	255.0363	274831	16632.3000078201	16653.5800084591	16652.4000091553	292.577066666667	323799	16631.4000067711	16649.2766750336	16644.8000075817	279.705033333333	304619	16633.4000115395	16646.7700078964	16646.3000080585	295.610166666667	301.9955	16631.4000086784	16644.2333408833	16644.700003624	318.307233333333	338.2795	16637.0000061989	16644.9200078487	16644.3500094414	356.195133333333	361004	0.0622190941196459	0.0945939609353095	0.0665702575891328	0.059116580464661	0.0743995919193674	0.0640602161726958	0.0601231455375731	0.0673368610661566	0.0634040377005995	0.0602187051992671	0.062485387757645	0.0622828004595162	0.0602441882273339	0.0623411983802324	0.0621139781363634	0.0595880096337268	0.0609436870512482	0.0608685132560958	0.0595306735876133	0.0606695361222128	0.0603843426641297	0.0596580871786849	0.0605098447721641	0.0604799026599784	0.0595306737091241	0.0603482422307044	0.0603779717476301	0.0598874307555851	0.0603919874783789	0.0603556747929614
RC201	5406.94	5471.20000314713	5546.8400074323	5545.50000786781	62.5154	62649	5457.70000839233	5524.45333970388	5511.60000562668	77.7803666666667	83.9655	5440.00000524521	5488.1733390967	5481.95000481606	89.3537333333333	89.9175	5431.30000591278	5474.76000657082	5476.95000958443	100.918366666667	109.1515	5421.60000514984	5473.66667413712	5470.40000724792	90.5789666666667	96161	5443.10000514984	5467.2000061353	5468.10000228882	107.257566666667	109075	5434.00000190735	5458.6566725413	5458.90000796318	100.6061	105.7385	5440.10000276566	5461.2100054582	5459.80000543594	99.4685	109904	5414.50000476837	5454.01000671387	5455.60000801086	113.769166666667	119.4825	5431.50000524521	5453.30667285919	5451.95000863075	116.751333333333	126072	0.0118847265083624	0.0258741557021719	0.0256263261415537	0.00938793631746116	0.0217337976200729	0.019356605700577	0.00611436510211103	0.0150239024469856	0.013872912371148	0.00450532203293919	0.0125431402180929	0.0129481757860132	0.00271133120579122	0.0123409311250199	0.0117367692720697	0.00668770231403359	0.0111449370873922	0.0113113891200601	0.00500467952434244	0.00956486895384448	0.00960987323017826	0.00613285939286454	0.010037101476657	0.00977632550683808	0.00139820393205234	0.00870547975636254	0.00899954651075539	0.00454231140815475	0.00857539992291232	0.00832448827446801
C101	10828.94	10828.94	10935.170001928	10828.94	17.1878333333333	14.0825	10828.94	10828.94	10828.94	13.8536666666667	9.1885	10828.94	10828.94	10828.94	9.8699	7309	10828.94	10828.94	10828.94	5.93243333333333	4.8505	10828.94	10828.94	10828.94	4.3326	5.2015	10828.94	10828.94	10828.94	2.81493333333333	1.9435	10828.94	10828.94	10828.94	2.89673333333333	2.3435	10828.94	10828.94	10828.94	2.37416666666667	1631	10828.94	10828.94	10828.94	2.34796666666667	1.8605	10828.94	10828.94	10828.94	2.98993333333333	1952	0	0.00980982459298989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R104	10007.31	11000.4999985695	11037.6199979266	11031.9499992728	241.110033333333	277192	10989.1999993324	11012.5466647506	11012.6999986172	288616	318.8385	10986.2999964952	11007.049997584	11004.8999973536	238.171033333333	237.9015	10984.8999989033	11003.3833307862	11002.8499982953	282.2701	299421	10983.099997282	11002.5699974616	11001.0499974489	244.385066666667	243.6395	10007.9999947548	10962.2266637802	10995.0499978662	307.049066666667	344.3485	10977.9999986887	10989.9899981459	10989.1499995589	320.204166666667	333.6485	10020.7999954224	10957.2733309468	10988.9999979138	291.639066666667	311025	10978.8999992609	10988.2366646926	10987.9499977231	319.568866666667	343.3145	10977.1999983788	10988.9833311439	10988.7999991775	387.617166666667	409.7225	0.0992464507014861	0.102955739147339	0.102389153456106	0.0981172762043375	0.100450237351554	0.100465559537695	0.0978274877559751	0.0999009721477625	0.0996861291749286	0.0976875902618461	0.0995345733055365	0.0994812790145711	0.0975077215837252	0.0994532993843138	0.0993014104138796	6.89490737062976e-05	0.0954219129596479	0.09870184873519	0.0969980942619643	0.0981962183789549	0.0981122798793009	0.00134801414389719	0.0949269415004396	0.0980972906719026	0.0970880285772004	0.0980210131086736	0.0979923673517762	0.0969181526682749	0.0980956252123554	0.0980773054074928
R203	3939.5	3947.80000507832	4018.17333276669	4005.04999917746	98.8433666666667	106.0855	3952.19999849796	3996.53999937773	3995.94999927282	115.4667	124.8025	3944.69999921322	3980.88333245118	3981.55000030994	100.888466666667	106085	3947.20000112057	3969.73666570584	3968.14999943972	126.6887	132711	3942.60000371933	3964.56666624546	3965.2999997735	96.7716	99861	3940.99999904633	3956.00000008742	3953.39999955893	127.748233333333	132086	3942.29999911785	3953.77333264351	3953.24999886751	125.130833333333	128692	3943.39999866486	3952.82999937932	3951.75000143051	121.616433333333	123.5715	3939.5	3952.24333285093	3952.75	134.928933333333	142909	3940.79999876022	3950.95333259503	3951.14999705553	144.074566666667	148.2045	0.00210686764267438	0.0199703852688646	0.0166391671982373	0.00322375897904885	0.0144789946383367	0.0143292294130786	0.00131996426277921	0.0105047169567673	0.0106739434725077	0.00195456304621585	0.00767525465308786	0.00727249636748733	0.000786902835215087	0.00636290550716094	0.00654905439104007	0.000380758737485895	0.00418834879741596	0.00352836643201564	0.000710749871265708	0.00362313304823178	0.00349029035855102	0.000989973007959375	0.00338367797418888	0.00310953202957519	0	0.00323475894172693	0.00336337098616576	0.000329990800919759	0.00290730615434207	0.00295722732720664
R103	14292.68	15226.200003624	15251.2533330202	15250.5500004292	459.685066666667	481495	14313.3999996185	15089.4399996003	15240.1999978423	489.618866666667	514.1595	14310.8000003099	15083.5199995915	15231.699999094	367.4807	348.3445	14307.8999973536	15016.6833328446	15227.5000016689	469.237766666667	497803	14301.3000028133	14952.7366663496	15224.2999989986	428.8632	434.7905	14293.3000004292	14647.9899998824	14317.9999995828	425.018333333333	460.2455	14297.2000002861	14499.7433333556	14315.4000003934	444.923933333333	478409	14297.7999985218	14494.1866668145	14312.1499997377	424.305666666667	432.11	14303.5999996662	14372.6399992625	14311.4500011206	454.3342	463963	14296.6999993324	14307.4499995907	14304.9000003338	487.4443	499.8585	0.0653145528776942	0.0670674312319459	0.0670182219450203	0.00144969310294011	0.0557460182135367	0.066294074858061	0.00126778185126539	0.0553318201758879	0.0656993649262426	0.00106488057897843	0.0506555336609072	0.0654055083909337	0.000603106122388449	0.0461814485701471	0.0651816173732737	4.33788784995642e-05	0.0248595784613089	0.00177153616975733	0.000316245818566008	0.0144873692936234	0.0015896249264232	0.000358225225906164	0.0140985922034556	0.00136223575548737	0.000764027436856748	0.00559447208378636	0.00131325973299388	0.000281262809524014	0.00103339608741783	0.000854983133589062
R202	4191.7	5096.79999876022	5148.65666638215	5150.14999985695	127.865666666667	135.1965	5094.90000259876	5142.84333269993	5130.849999547	161.1224	166293	5098.19999802113	5120.69666699171	5122.20000320673	134.277933333333	134644	5089.99999892712	5116.59999943177	5117.34999793768	157.2911	163354	5093.7000002861	5107.27999962568	5107.09999966621	142.467233333333	150.3705	4205.49999928474	5043.59666628838	5101.25000178814	151.828266666667	154.3345	4207.10000014305	5043.51666604678	5097.44999998808	148.845866666667	153.9505	4202.49999761581	4950.34999914567	5094.19999921322	136.490766666667	139.9645	4207.09999728203	4894.55999911229	5093.25000035763	152.059733333333	158.4885	4204.29999935627	4978.56999994516	5093.60000157356	161.692333333333	172.9955	0.215926712016658	0.228297985634028	0.228654245260145	0.2154734362189	0.22691111785193	0.224049908043754	0.216260705208179	0.221627661090181	0.221986307036937	0.214304458555507	0.220650332664973	0.220829257327022	0.215187155637594	0.218426891148146	0.218383949153378	0.00329222016955995	0.203234169021728	0.216988334515385	0.00367392708043308	0.203215083628785	0.21608178065894	0.00257651969745316	0.180988620165009	0.215306438727299	0.0036739263978883	0.167678984448383	0.215079800643564	0.0030059401570413	0.187720972384752	0.215163299275607
R102	18486.12	18496.6000012159	19261.2233385404	19482.4000058174	509.0238	558.68	18492.5000021458	19254.1333387295	19479.8500068784	550.483233333333	585244	18487.900005579	18826.0900046825	18508.250007391	433.387633333333	421.5675	18491.3000030518	18661.4266713142	18499.3000041842	514.310833333333	530196	18486.2000041008	18627.5933374127	18498.100004673	537.498266666667	551.9505	18487.6000039577	18494.3666706324	18493.7000041604	512227	528779	18486.12	18492.0500036597	18491.3500035405	493.022233333333	510596	18486.12	18491.6633371552	18491.5500019193	522.399466666667	530.0245	18486.12	18492.2633370598	18492.4000019431	557.6227	588095	18486.12	18490.1066705585	18489.900003314	601.281366666667	632.3655	0.000566911889349186	0.0419289357929299	0.0538934079091456	0.000345123917066871	0.041545404808015	0.0537554666354204	9.62887603778278e-05	0.0183905548964597	0.00119711477535453	0.000280210398491345	0.00948315121368031	0.000712967576984629	4.32779300364702e-06	0.00765294920798292	0.00064805403583906	8.00602807809011e-05	0.000446100676202732	0.000410037593632694	0	0.000320781411119637	0.000282915156913236	0	0.00029986482589015	0.000293733997143294	0	0.000332321604523664	0.000339714442138882	0	0.00021565750727863	0.000204477917162675
R201	5252.37	5267.70000123978	5334.40666799545	5329.35000038147	89.0630666666667	98935	5256.00000047684	5311.04666748047	5307.64999878407	105.3744	109.9255	5263.60000109673	5292.57666753133	5287.95000195503	96.5342666666667	94168	5254.39999938011	5284.88000115553	5282.70000171661	118708	124.1055	5252.37	5280.31000058651	5276.60000038147	106.681566666667	108253	5252.60000014305	5271.87000106176	5271.00000178814	120.462033333333	129657	5253.80000042915	5270.04000081221	5269.60000026226	119.195533333333	127602	5252.37	5264.01000006994	5262.84999978542	116.887066666667	122.6395	5252.37	5264.3266673247	5264.45000004768	122.719633333333	130575	5252.37	5259.74000019232	5257.79999899864	127.8367	139271	0.00291868265940456	0.0156189811447886	0.0146562409695946	0.000691116672442586	0.0111714649730443	0.0105247723949503	0.0021380826363576	0.00765495719671914	0.00677408521391914	0.000386492075027426	0.00618958701605848	0.00577453639340219	0	0.00531950349775625	0.00461315565763071	4.3789783098155e-05	0.00371260993832456	0.00354697056531422	0.00027225812902624	0.00336419574634165	0.0032804239347686	0	0.00221614244044801	0.00199528970453784	0	0.0022764327959953	0.002299914143079	0	0.00140317612664842	0.00103381882819414
R101	20650.8	20651.1000056267	20767.4633400679	20666.1500065327	405.3704	403651	20651.4000058174	20664.5000059525	20661.1000053883	389.187433333333	414.3125	20650.8	20655.4166730881	20654.7500059605	307.892666666667	296.8645	20650.8	20655.0533400059	20653.8000072241	380.650733333333	386194	20650.8	20652.4266735395	20651.5500092506	317.4437	315.4735	20650.8	20651.3700067123	20650.8	358.038933333333	331.8175	20650.8	20651.0400071939	20650.8	340.5628	360599	20650.8	20650.8	20650.8	337.291766666667	314827	20650.8	20650.8	20650.8	360.269366666667	354.0935	20650.8	20650.8	20650.8	351.2644	333206	1.4527554703895e-05	0.00564933755921638	0.000743312924083803	2.90548461761316e-05	0.000663412843692071	0.000498770284359958	0	0.000223559043140019	0.000191276171405718	0	0.000205964902370593	0.000145273172181401	0	7.877048537984e-05	3.63186535457027e-05	0	2.76021612856632e-05	0	0	1.16221741473829e-05	0	0	0	0	0	0	0	0	0	0
